Time,Open,High,Low,Last,Change,%Chg,Volume
01/22/2019,110.6037,110.9807,110.3831,110.6589,0.7447,+0.68%,9660479
01/18/2019,110.1717,110.4291,109.7534,109.9142,-0.5792,-0.52%,15344342
01/17/2019,110.521,110.806,110.2176,110.4934,0.0276,+0.02%,8868811
01/16/2019,109.9418,110.6773,109.8683,110.4658,0.1103,+0.10%,6579192
01/15/2019,110.8336,110.8428,110.2728,110.3555,-0.4045,-0.37%,9786878
01/14/2019,111.1461,111.2473,110.5394,110.76,-0.4137,-0.37%,7321259
01/11/2019,111.0818,111.4863,110.9439,111.1737,0.4321,+0.39%,6294742
01/10/2019,111.4955,111.615,110.6313,110.7416,-0.7171,-0.64%,8944411
01/09/2019,111.4771,111.6334,111.0496,111.4587,-0.1747,-0.16%,10169658
01/08/2019,111.8724,112.1022,111.5966,111.6334,-0.2942,-0.26%,8416083
01/07/2019,112.7274,112.755,111.8081,111.9276,-0.3309,-0.29%,9243865
