Time,Open,High,Low,Last,Change,%Chg,Volume
11/21/2022,72.3266,72.5217,72.1998,72.3754,-0.0293,-0.04%,19551271
11/18/2022,72.629,72.629,72.195,72.4047,0.1561,+0.22%,32462037
11/17/2022,71.995,72.3462,71.917,72.2486,-0.3121,-0.43%,35203872
11/16/2022,72.6583,72.7314,72.4827,72.5607,-0.1561,-0.21%,31569311
11/15/2022,72.8046,72.8618,72.2486,72.7168,0.634,+0.88%,51951091
11/14/2022,72.4242,72.4632,72.0535,72.0828,-0.5365,-0.74%,38883851
11/11/2022,72.3949,72.8534,72.1121,72.6193,0.2536,+0.35%,21462452
11/10/2022,72.1608,72.4437,71.6536,72.3657,2.185,+3.11%,68859120
11/09/2022,70.8148,70.9464,70.0539,70.1807,-0.8487,-1.19%,46881750
11/08/2022,71.1562,71.2683,70.805,71.0294,-0.0682,-0.10%,40484590
11/07/2022,71.2537,71.3171,70.8879,71.0976,-0.0098,-0.01%,25541066
11/04/2022,71.0781,71.4049,70.6148,71.1074,0.4877,+0.69%,40853687
11/03/2022,70.3953,70.8489,70.1174,70.6197,-0.5072,-0.71%,38452745
11/02/2022,71.7512,72.4632,71.0879,71.1269,-0.6535,-0.91%,51937746
11/01/2022,72.1218,72.1316,71.4098,71.7804,0.4292,+0.60%,40584684
10/31/2022,72.0703,72.0752,71.3415,71.3512,-1.0883,-1.50%,62025546
10/28/2022,72.148,72.5756,72.0217,72.4395,0.5538,+0.77%,127043288
10/27/2022,71.5359,72.0411,71.2832,71.8857,0.5247,+0.74%,50922983
10/26/2022,70.9917,71.6233,70.8848,71.361,0.1944,+0.27%,52024759
10/25/2022,70.6613,71.1763,70.6419,71.1666,0.6802,+0.97%,38550447
10/24/2022,70.5059,70.6711,70.1172,70.4864,0.0486,+0.07%,30412064
10/21/2022,69.5633,70.5253,69.5342,70.4378,0.6704,+0.96%,61965349
10/20/2022,70.1658,70.6856,69.6994,69.7674,-0.3887,-0.55%,48658587
10/19/2022,70.3504,70.5787,69.9423,70.1561,-0.6801,-0.96%,34160958
10/18/2022,71.0597,71.2346,70.5253,70.8362,0.4955,+0.70%,38745179
10/17/2022,70.1075,70.5399,70.0978,70.3407,0.8551,+1.23%,34805311
10/14/2022,70.1463,70.3212,69.3107,69.4856,-0.2235,-0.32%,38234801
10/13/2022,68.475,69.8743,68.407,69.7091,0.1555,+0.22%,50255183
10/12/2022,69.3884,69.816,69.3884,69.5536,0.1166,+0.17%,33739968
10/11/2022,69.3593,69.9812,69.2718,69.437,0.2138,+0.31%,47694818
10/10/2022,70.0297,70.0686,68.9123,69.2232,-0.8551,-1.22%,38859714
10/07/2022,70.5156,70.7099,70.0589,70.0783,-0.8648,-1.22%,34972975
10/06/2022,71.0792,71.3804,70.8362,70.9431,-0.2138,-0.30%,38279590
10/05/2022,70.8557,71.3221,70.5496,71.1569,-0.2818,-0.39%,49227096
10/04/2022,70.8362,71.4484,70.7099,71.4387,1.5061,+2.15%,47238590
10/03/2022,69.573,70.088,69.437,69.9326,0.9047,+1.31%,50394417
09/30/2022,69.3567,69.8885,69.0134,69.0279,-0.3191,-0.46%,44397594
09/29/2022,69.5501,69.5887,68.9602,69.347,-0.6575,-0.94%,39371380
09/28/2022,69.2987,70.0915,69.0763,70.0045,1.228,+1.79%,50610242
09/27/2022,69.5114,69.5356,68.5541,68.7765,-0.1451,-0.21%,46845387
09/26/2022,69.5404,69.7918,68.9022,68.9216,-0.8218,-1.18%,43734311
09/23/2022,70.1592,70.3236,69.5017,69.7434,-0.8993,-1.27%,55136216
09/22/2022,70.8264,70.9617,70.3864,70.6427,-0.4254,-0.60%,49358910
09/21/2022,71.4549,71.7836,70.7394,71.0681,-0.2127,-0.30%,39146544
09/20/2022,71.5709,71.6193,71.2325,71.2808,-0.7349,-1.02%,33890859
09/19/2022,71.4645,72.0254,71.3969,72.0157,0.2708,+0.38%,27812009
09/16/2022,71.0681,71.7449,70.9424,71.7449,0.2417,+0.34%,58412627
09/15/2022,71.832,71.9818,71.4645,71.5032,-0.4545,-0.63%,47865950
09/14/2022,71.8997,72.4266,71.8465,71.9577,0.1064,+0.15%,30687748
09/13/2022,72.4991,72.6829,71.8223,71.8513,-1.6728,-2.28%,48723309
09/12/2022,73.5627,73.7078,73.263,73.5241,0.2224,+0.30%,31312109
09/09/2022,73.3694,73.6498,73.1276,73.3017,0.2901,+0.40%,30537068
09/08/2022,72.4218,73.0503,72.3058,73.0116,0.3191,+0.44%,27849354
09/07/2022,71.7546,72.7022,71.7353,72.6925,1.0346,+1.44%,27772103
09/06/2022,71.8513,71.9287,71.4065,71.6579,-0.1934,-0.27%,29807139
09/02/2022,72.5185,72.5862,71.774,71.8513,-0.0484,-0.07%,23129795
09/01/2022,71.5032,71.948,71.1745,71.8997,0.1896,+0.26%,39817311
08/31/2022,72.1335,72.2778,71.6909,71.7101,-0.3945,-0.55%,40701784
08/30/2022,72.7397,72.7974,71.8737,72.1046,-0.5581,-0.77%,68838447
08/29/2022,72.4991,72.9032,72.4125,72.6627,-0.279,-0.38%,29122031
08/26/2022,74.2022,74.2022,72.8744,72.9417,-1.222,-1.65%,35815592
08/25/2022,73.6826,74.2214,73.5575,74.1637,0.6928,+0.94%,20869492
08/24/2022,73.3554,73.6056,73.2785,73.4709,0.0866,+0.12%,17582644
08/23/2022,73.2207,73.5094,72.961,73.3843,0.1828,+0.25%,34547097
08/22/2022,73.4709,73.5094,73.1342,73.2015,-0.8371,-1.13%,43666221
08/19/2022,74.4042,74.4427,73.875,74.0386,-0.7601,-1.02%,47215288
08/18/2022,74.866,74.9334,74.7217,74.7987,0.1155,+0.15%,19839946
08/17/2022,74.9334,75.0825,74.6544,74.6832,-0.7794,-1.03%,29906118
08/16/2022,75.7512,75.7512,75.2942,75.4626,-0.356,-0.47%,23866176
08/15/2022,75.8378,76.011,75.6694,75.8186,-0.1347,-0.18%,19166256
08/12/2022,75.5492,75.987,75.3279,75.9533,0.6735,+0.89%,17577340
08/11/2022,76.2034,76.3189,75.1739,75.2798,-0.4329,-0.57%,39264257
08/10/2022,75.5492,75.7897,75.4193,75.7127,1.1161,+1.50%,39620888
08/09/2022,74.9815,75.0104,74.563,74.5966,-0.5581,-0.74%,25645929
08/08/2022,75.376,75.6743,75.097,75.1547,0.0674,+0.09%,20233226
08/05/2022,74.5678,75.1547,74.4619,75.0873,-0.3849,-0.51%,32225993
08/04/2022,75.376,75.4818,75.1547,75.4722,0.202,+0.27%,25345246
08/03/2022,74.8372,75.2894,74.6351,75.2702,0.6543,+0.88%,36914444
08/02/2022,74.8276,74.9141,74.5678,74.6159,-0.3464,-0.46%,42200972
08/01/2022,74.7025,75.1258,74.5726,74.9623,0.0231,+0.03%,32837913
07/29/2022,74.7187,75.0925,74.5127,74.9392,0.2205,+0.30%,35064738
07/28/2022,74.3162,74.7762,74.0191,74.7187,0.7571,+1.02%,44172433
07/27/2022,73.4824,74.2491,73.4824,73.9616,0.8051,+1.10%,36597152
07/26/2022,73.4344,73.5207,73.1086,73.1565,-0.5176,-0.70%,25198765
07/25/2022,73.7507,73.8849,73.4584,73.6741,-0.0191,-0.03%,27161239
07/22/2022,73.9041,74.3162,73.4632,73.6932,-0.0959,-0.13%,53270592
07/21/2022,72.8594,73.8562,72.7731,73.7891,0.8626,+1.18%,54550046
07/20/2022,72.8977,73.4344,72.7252,72.9265,0.3163,+0.44%,86477153
07/19/2022,71.9201,72.7827,71.9201,72.6102,0.9488,+1.32%,32374190
07/18/2022,72.5431,72.5719,71.5847,71.6614,-0.6996,-0.97%,34747545
07/15/2022,71.6614,72.361,71.6518,72.361,0.9105,+1.27%,50458678
07/14/2022,71,71.5272,70.5496,71.4505,-0.1342,-0.19%,56293568
07/13/2022,70.9234,71.8003,70.8467,71.5847,-0.0767,-0.11%,48908201
07/12/2022,71.4601,71.786,71.4026,71.6614,0.2876,+0.40%,25079386
07/11/2022,71.6901,71.8051,71.3547,71.3738,-0.4026,-0.56%,29437612
07/08/2022,71.4601,71.8435,71.2684,71.7764,0.0575,+0.08%,32584939
07/07/2022,71.0096,71.7668,70.9521,71.7189,1.1501,+1.63%,46357751
07/06/2022,70.7221,70.9234,70.4585,70.5688,-0.2683,-0.38%,46645297
07/05/2022,70.4537,70.9042,69.9937,70.8371,-0.0671,-0.09%,39978354
07/01/2022,70.4442,71.1438,70.3962,70.9042,0.6699,+0.95%,40534467
06/30/2022,69.9671,70.4394,69.7047,70.2343,-0.0381,-0.05%,47309374
06/29/2022,70.3392,70.406,70.0625,70.2724,-0.105,-0.15%,38575897
06/28/2022,71.2647,71.3601,70.3678,70.3774,-0.7824,-1.10%,41192992
06/27/2022,71.6559,71.6559,71.1598,71.1598,-0.4389,-0.61%,26891428
06/24/2022,71.322,71.904,71.1693,71.5987,0.5057,+0.71%,40034567
06/23/2022,70.7877,71.1598,70.6779,71.093,0.5057,+0.72%,32449940
06/22/2022,70.4823,70.8401,70.4251,70.5873,-0.0191,-0.03%,40040966
06/21/2022,71.0834,71.2456,70.5396,70.6064,-0.0477,-0.07%,48131904
06/17/2022,70.5968,71.1502,70.4251,70.6541,0.2195,+0.31%,51649632
06/16/2022,70.511,70.7447,69.8621,70.4346,-1.1355,-1.59%,64543266
06/15/2022,70.7972,71.9326,70.6445,71.5701,1.3645,+1.94%,74022721
06/14/2022,70.0816,70.8258,69.6999,70.2056,0.458,+0.66%,65837950
06/13/2022,70.8449,70.9022,69.5473,69.7476,-2.414,-3.35%,128612841
06/10/2022,72.7055,72.7246,71.8229,72.1616,-1.2499,-1.70%,62786284
06/09/2022,73.7169,73.953,73.2684,73.4115,-0.5916,-0.80%,51846295
06/08/2022,74.4611,74.4897,73.9077,74.0031,-0.6393,-0.86%,26580690
06/07/2022,74.2226,74.7283,74.1653,74.6424,0.1718,+0.23%,33013906
06/06/2022,75.1672,75.1863,74.3848,74.4706,-0.563,-0.75%,37474706
06/03/2022,75.253,75.253,74.9143,75.0336,-0.5629,-0.74%,37738679
06/02/2022,75.3007,75.6061,75.0837,75.5965,0.3148,+0.42%,36422862
06/01/2022,75.5965,75.8064,75.1385,75.2817,-0.2795,-0.37%,91858676
05/31/2022,75.7893,75.9034,75.3901,75.5612,-0.6558,-0.86%,71991386
05/27/2022,75.8464,76.217,75.661,76.217,0.6748,+0.89%,55566007
05/26/2022,74.7819,75.5802,74.5823,75.5422,1.036,+1.39%,68149859
05/25/2022,73.4797,74.5537,73.4417,74.5062,1.112,+1.52%,59615099
05/24/2022,72.7859,73.4322,72.7574,73.3942,0.4372,+0.60%,44448671
05/23/2022,72.8429,73.052,72.7859,72.957,0.2852,+0.39%,31476472
05/20/2022,72.976,72.995,72.4532,72.6718,-0.0476,-0.07%,59646164
05/19/2022,72.1871,72.8667,72.1111,72.7194,0.4848,+0.67%,56740126
05/18/2022,72.4342,72.4722,72.1491,72.2346,-0.5988,-0.82%,50131558
05/17/2022,73.052,73.0615,72.6528,72.8334,-0.0666,-0.09%,43838456
05/16/2022,73.033,73.1471,72.7716,72.9,-0.1045,-0.14%,35035906
05/13/2022,73.1661,73.2421,72.6433,73.0045,0.0855,+0.12%,51642911
05/12/2022,72.8619,73.1661,72.6101,72.919,-0.0285,-0.04%,51627525
05/11/2022,73.1851,73.6461,72.938,72.9475,-0.4372,-0.60%,44687704
05/10/2022,73.5558,73.6888,73.033,73.3847,0.4182,+0.57%,50943554
05/09/2022,73.3086,73.4797,72.919,72.9665,-0.7794,-1.06%,40446586
05/06/2022,73.7839,74.1355,73.57,73.7459,-0.4182,-0.56%,41303105
05/05/2022,75.0575,75.105,73.955,74.1641,-1.3401,-1.77%,56612705
05/04/2022,74.7533,75.7038,74.2116,75.5042,0.7604,+1.02%,58030056
05/03/2022,74.5157,74.8579,74.4682,74.7438,0.3896,+0.52%,44889754
05/02/2022,74.2876,74.4207,73.9776,74.3542,0.0048,+0.01%,40690348
04/29/2022,74.9269,75.0311,74.3021,74.3494,-0.9278,-1.23%,37704523
04/28/2022,75.0216,75.3908,74.7423,75.2772,0.4165,+0.56%,32541058
04/27/2022,75.2394,75.4287,74.7849,74.8607,-0.3692,-0.49%,39712603
04/26/2022,75.6465,75.6465,75.2204,75.2299,-0.445,-0.59%,32924347
04/25/2022,75.1731,75.7411,75.05,75.6749,0.6344,+0.85%,37934032
04/22/2022,75.4003,75.4192,74.9553,75.0405,-0.4545,-0.60%,29830990
04/21/2022,76.2051,76.2524,75.4287,75.495,-0.5207,-0.68%,40870880
04/20/2022,76.0062,76.1577,75.8926,76.0157,0.2367,+0.31%,27218602
04/19/2022,75.7033,75.921,75.6086,75.779,-0.0663,-0.09%,31603225
04/18/2022,75.8926,76.082,75.7448,75.8453,-0.1231,-0.16%,22037267
04/14/2022,76.4796,76.5838,75.7695,75.9684,-0.5112,-0.67%,47668019
04/13/2022,76.1577,76.5743,76.1009,76.4796,0.4544,+0.60%,33414344
04/12/2022,75.9684,76.3281,75.8074,76.0252,0.5775,+0.77%,40169330
04/11/2022,75.7222,75.8074,75.3435,75.4477,-0.5207,-0.69%,44671383
04/08/2022,76.1956,76.4299,75.9589,75.9684,-0.4639,-0.61%,44548659
04/07/2022,76.6311,76.721,76.4228,76.4323,-0.1231,-0.16%,45239762
04/06/2022,76.6311,77.0666,76.3944,76.5554,-0.6059,-0.79%,70891952
04/05/2022,78.0039,78.0797,77.1329,77.1613,-1.013,-1.30%,54803918
04/04/2022,77.6536,78.1838,77.6347,78.1743,0.587,+0.76%,34550216
04/01/2022,77.4737,77.6613,77.3033,77.5873,-0.0057,-0.01%,33076880
03/31/2022,77.9702,78.0032,77.5741,77.593,-0.2829,-0.36%,43182285
03/30/2022,77.9042,77.9796,77.6873,77.8759,-0.2357,-0.30%,46563039
03/29/2022,77.5081,78.1305,77.461,78.1116,0.9523,+1.23%,52794539
03/28/2022,76.6407,77.1781,76.6218,77.1593,0.4809,+0.63%,28513601
03/25/2022,77.2441,77.2441,76.6218,76.6784,-0.5563,-0.72%,38707133
03/24/2022,77.065,77.263,76.867,77.2347,0.1603,+0.21%,19551680
03/23/2022,77.1876,77.329,76.933,77.0744,-0.2452,-0.32%,38491857
03/22/2022,76.999,77.3856,76.8481,77.3196,0.3961,+0.51%,42578918
03/21/2022,77.6873,77.7439,76.7727,76.9235,-0.8958,-1.15%,66139363
03/18/2022,77.4139,77.8287,77.2677,77.8193,0.2546,+0.33%,63107595
03/17/2022,77.1027,77.6024,77.0838,77.5647,0.528,+0.69%,51514061
03/16/2022,76.3389,77.0744,75.9525,77.0367,1.0655,+1.40%,70265435
03/15/2022,75.5563,76.1456,75.528,75.9712,0.5658,+0.75%,60859031
03/14/2022,76.2352,76.2541,75.3206,75.4054,-0.9052,-1.19%,65261769
03/11/2022,76.9707,76.9895,76.2493,76.3106,-0.5564,-0.72%,42524237
03/10/2022,77.0933,77.197,76.7727,76.867,-0.6506,-0.84%,49218174
03/09/2022,77.329,77.6213,77.1781,77.5176,0.6412,+0.83%,33028083
03/08/2022,77.2064,77.4044,76.8481,76.8764,-0.2734,-0.35%,60953527
03/07/2022,77.6873,77.7062,77.0838,77.1498,-0.6789,-0.87%,46319782
03/04/2022,78.2059,78.2059,77.7722,77.8287,-0.5092,-0.65%,34253136
03/03/2022,78.7151,78.7339,77.5136,78.3379,-0.2357,-0.30%,25022450
03/02/2022,78.3379,78.6019,78.2012,78.5736,0.1885,+0.24%,44000613
03/01/2022,78.6679,78.8612,78.2153,78.3851,-0.2197,-0.28%,45887678
02/28/2022,78.182,78.8021,78.182,78.6048,0.0564,+0.07%,57486509
02/25/2022,78.182,78.5672,78.182,78.5484,0.4415,+0.57%,46961781
02/24/2022,76.9513,78.1444,76.8762,78.1069,0.5543,+0.71%,59749596
02/23/2022,77.8344,77.8908,77.5338,77.5526,-0.1409,-0.18%,38900239
02/22/2022,77.825,78.0223,77.5901,77.6935,-0.1785,-0.23%,39389038
02/18/2022,77.6841,77.9659,77.6183,77.872,0.1128,+0.15%,46674267
02/17/2022,77.9471,77.9471,77.7029,77.7592,-0.3289,-0.42%,32736955
02/16/2022,77.6089,78.1444,77.5432,78.0881,0.4322,+0.56%,41508856
02/15/2022,77.7311,77.7921,77.562,77.6559,0.1315,+0.17%,34834631
02/14/2022,77.6465,77.8109,77.2425,77.5244,-0.1315,-0.17%,38905353
02/11/2022,78.1914,78.2102,77.4586,77.6559,-0.2725,-0.35%,62714965
02/10/2022,78.4826,78.7551,77.919,77.9284,-1.0428,-1.32%,61472714
02/09/2022,78.8584,79.0275,78.8584,78.9712,0.4134,+0.53%,40067388
02/08/2022,78.7081,78.7739,78.5202,78.5578,-0.0845,-0.11%,42097507
02/07/2022,78.4826,78.7833,78.3699,78.6423,-0.0564,-0.07%,40044971
02/04/2022,78.6893,78.8208,78.1585,78.6987,-0.31,-0.39%,69729508
02/03/2022,79.3563,79.4221,78.9993,79.0087,-0.714,-0.90%,47645175
02/02/2022,79.7603,79.8167,79.4879,79.7227,0.1221,+0.15%,31147098
02/01/2022,79.5254,79.6476,79.2624,79.6006,0.3147,+0.40%,45107955
01/31/2022,79.0987,79.4076,78.8366,79.2859,0.0187,+0.02%,84322040
01/28/2022,78.8646,79.2765,78.5838,79.2672,0.2247,+0.28%,55013177
01/27/2022,79.5854,79.679,78.8646,79.0425,-0.3463,-0.44%,50584946
01/26/2022,80.0067,80.3811,79.2859,79.3888,-0.2715,-0.34%,67916216
01/25/2022,79.6509,79.8382,79.4731,79.6603,-0.234,-0.29%,46622893
01/24/2022,79.7352,79.9505,79.3514,79.8943,-0.0843,-0.11%,84641942
01/21/2022,79.9692,80.1283,79.8756,79.9786,0.0094,+0.01%,60996982
01/20/2022,80.2688,80.4747,79.9505,79.9692,-0.1498,-0.19%,40827337
01/19/2022,80.3343,80.4607,80.0909,80.119,-0.0749,-0.09%,33533598
01/18/2022,80.353,80.3624,80.1377,80.1939,-0.3931,-0.49%,49496346
01/14/2022,80.6057,80.7181,80.5028,80.587,-0.0749,-0.09%,33166233
01/13/2022,80.9334,80.9708,80.6338,80.6619,-0.2902,-0.36%,33864350
01/12/2022,80.9427,80.9895,80.822,80.9521,0.1311,+0.16%,26302485
01/11/2022,80.4934,80.821,80.2641,80.821,0.3744,+0.47%,34733312
01/10/2022,80.2781,80.4653,79.9131,80.4466,0.0655,+0.08%,56215042
01/07/2022,80.587,80.5964,80.3717,80.3811,-0.2059,-0.26%,36994740
01/06/2022,80.5964,80.7976,80.5496,80.587,0.0093,+0.01%,45747338
01/05/2022,81.1955,81.2329,80.5777,80.5777,-0.6271,-0.77%,47868278
01/04/2022,81.4389,81.4389,81.1299,81.2048,-0.206,-0.25%,35905003
01/03/2022,81.364,81.4108,81.2142,81.4108,-0.0374,-0.05%,37783560
12/31/2021,81.495,81.5465,81.4201,81.4482,-0.0187,-0.02%,12290848
12/30/2021,81.5325,81.5325,81.4295,81.4669,-0.0375,-0.05%,13167700
12/29/2021,81.5793,81.6073,81.4857,81.5044,-0.131,-0.16%,17904791
12/28/2021,81.6448,81.6635,81.5091,81.6354,-0.0375,-0.05%,18322823
12/27/2021,81.598,81.7384,81.5605,81.6729,0.0843,+0.10%,14312252
